#;Número de artículo;Descripción;Fecha de contabilización;Documento;Cantidad;Cantidad.1;Unidad de meINGRESOSda;Tonelada;Clasificación;Procedencia
CARTULINA;100301353;Rollo Cartulina CMPC RC C-17 255 g ancho 30;9/10/2025;CONSUMOS;-1586.0;1586.0;METROS;0.30817566;CMPC RC;IMPORTACION
CARTULINA;100301353;Rollo Cartulina CMPC RC C-17 255 g ancho 30;28/10/2025;CONSUMOS;-43363.0;43363.0;METROS;8.42586453;CMPC RC;IMPORTACION
CARTULINA;100301354;Rollo Cartulina CMPC RC -C - 17 255 g ancho 23.5;28/10/2025;CONSUMOS;-31909.0;31909.0;METROS;4.75188828;CMPC RC;IMPORTACION
CARTULINA;100301357;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25;14/10/2025;CONSUMOS;-1298.0;1298.0;METROS;0.24314785;C18-25;IMPORTACION
CARTULINA;100301394;Cartulina FBB Asia Symbol -- C-16 270 gramos  25 x 38;15/10/2025;CONSUMOS;-230.0;230.0;PLIEGOS;0.038053328;C16-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;6/10/2025;CONSUMOS;-780.0;780.0;METROS;0.1163955;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;9/10/2025;CONSUMOS;-1412.0;1412.0;METROS;0.2107057;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;9/10/2025;CONSUMOS;-4509.0;4509.0;METROS;0.672855525;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;9/10/2025;CONSUMOS;-1720.0;1720.0;METROS;0.256667;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;9/10/2025;CONSUMOS;-1698.0;1698.0;METROS;0.25338405;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;13/10/2025;CONSUMOS;-2652.0;2652.0;METROS;0.3957447;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;13/10/2025;CONSUMOS;-2634.0;2634.0;METROS;0.39305865;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;14/10/2025;CONSUMOS;-5114.0;5114.0;METROS;0.76313665;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;14/10/2025;CONSUMOS;-11397.0;11397.0;METROS;1.700717325;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;21/10/2025;CONSUMOS;-17640.0;17640.0;METROS;2.632329;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;24/10/2025;CONSUMOS;-23482.0;23482.0;METROS;3.50410145;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;24/10/2025;CONSUMOS;-29593.0;29593.0;METROS;4.416015425;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;27/10/2025;CONSUMOS;-2339.0;2339.0;METROS;0.349037275;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;27/10/2025;CONSUMOS;-2412.0;2412.0;METROS;0.3599307;C14-25;IMPORTACION
CARTULINA;100301824;Rollo Cartulina ASIA SYMBOL C-14 235 g ancho 25;29/10/2025;CONSUMOS;-3605.0;3605.0;METROS;0.537956125;C14-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;10/10/2025;CONSUMOS;-2772.0;2772.0;METROS;0.5720715;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;21/10/2025;CONSUMOS;-5245.0;5245.0;METROS;1.082436875;C20-25;IMPORTACION
CARTULINA;100301848;Rollo Cartulina ASIA SYMBOL C-20 325 g ancho 25;27/10/2025;CONSUMOS;-320.0;320.0;METROS;0.06604;C20-25;IMPORTACION
CARTULINA;100301856;Rollo Cartulina OBAFREE --  C - 18 265 g ancho 23;27/10/2025;CONSUMOS;-21905.0;21905.0;METROS;3.3900178;FOSFORERA;IMPORTACION
CARTULINA;100301871;Cartulina SPARK C-12 200 gr 25 X 38;10/10/2025;CONSUMOS;-200.0;200.0;hoja(s);0.024511;Papesp;LOCAL
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-6176.0;6176.0;METROS;1.1569192;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-5476.0;5476.0;METROS;1.0257917;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-1884.0;1884.0;METROS;0.3529203;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-17183.0;17183.0;METROS;3.218805475;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-2197.0;2197.0;METROS;0.411553025;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-55952.0;55952.0;METROS;10.4812084;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-12962.0;12962.0;METROS;2.42810665;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);14/10/2025;CONSUMOS;-2652.0;2652.0;METROS;0.4967859;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);23/10/2025;CONSUMOS;-10117.0;10117.0;METROS;1.895167025;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);23/10/2025;CONSUMOS;-4225.0;4225.0;METROS;0.791448125;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);23/10/2025;CONSUMOS;-5875.0;5875.0;METROS;1.100534375;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);23/10/2025;CONSUMOS;-562.0;562.0;METROS;0.10527665;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);24/10/2025;CONSUMOS;-3687.0;3687.0;METROS;0.690667275;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);24/10/2025;CONSUMOS;-4308.0;4308.0;METROS;0.8069961;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);29/10/2025;CONSUMOS;-4667.0;4667.0;METROS;0.874245775;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);29/10/2025;CONSUMOS;-2241.0;2241.0;METROS;0.419795325;C18-25;IMPORTACION
CARTULINA;100301886;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 25 (2989F);30/10/2025;CONSUMOS;-2667.0;2667.0;METROS;0.499595775;C18-25;IMPORTACION
CARTULINA;100301887;Rollo Cartulina ASIA SYMBOL C-18 295 g ancho 34 (2989F);24/10/2025;CONSUMOS;-631.0;631.0;METROS;0.160643135;C18-34;IMPORTACION
CARTULINA;100301900;Rollo Cartulina SBS CANDESCE -- C-24 407 g ancho 25 (29-89);2/10/2025;CONSUMOS;-845.0;845.0;METROS;0.218386025;GILDAN;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);6/10/2025;CONSUMOS;-2596.0;2596.0;METROS;0.3544189;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);6/10/2025;CONSUMOS;-4785.0;4785.0;METROS;0.653272125;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);6/10/2025;CONSUMOS;-1350.0;1350.0;METROS;0.18430875;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);9/10/2025;CONSUMOS;-2032.0;2032.0;METROS;0.2774188;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);15/10/2025;CONSUMOS;-2444.0;2444.0;METROS;0.3336671;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);29/10/2025;CONSUMOS;-245.0;245.0;METROS;0.033448625;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);29/10/2025;CONSUMOS;-250.0;250.0;METROS;0.03413125;C13.6-25;IMPORTACION
CARTULINA;100301908;Rollo Cartulina Nine Dragons C - 13.6 215 g ancho 25 (29-89);29/10/2025;CONSUMOS;-288.0;288.0;METROS;0.0393192;C13.6-25;IMPORTACION
CARTULINA;100301910;Rollo Cartulina OBAFREE --  C - 15 230 g ancho 25.5 (2989F);9/10/2025;CONSUMOS;-732.0;732.0;METROS;0.10892892;FOSFORERA;IMPORTACION
CARTULINA;100301910;Rollo Cartulina OBAFREE --  C - 15 230 g ancho 25.5 (2989F);21/10/2025;CONSUMOS;-56808.0;56808.0;METROS;8.45359848;FOSFORERA;IMPORTACION
CARTULINA;100301910;Rollo Cartulina OBAFREE --  C - 15 230 g ancho 25.5 (2989F);23/10/2025;CONSUMOS;-27030.0;27030.0;METROS;4.0223343;FOSFORERA;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);1/10/2025;CONSUMOS;-1443.0;1443.0;METROS;0.24740235;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);1/10/2025;CONSUMOS;-1056.0;1056.0;METROS;0.1810512;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);1/10/2025;CONSUMOS;-1156.0;1156.0;METROS;0.1981962;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);1/10/2025;CONSUMOS;-739.0;739.0;METROS;0.12670155;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);1/10/2025;CONSUMOS;-562.0;562.0;METROS;0.0963549;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);1/10/2025;CONSUMOS;-1533.0;1533.0;METROS;0.26283285;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);9/10/2025;CONSUMOS;-4481.0;4481.0;METROS;0.76826745;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);9/10/2025;CONSUMOS;-1805.0;1805.0;METROS;0.30946725;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);9/10/2025;CONSUMOS;-3244.0;3244.0;METROS;0.5561838;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);9/10/2025;CONSUMOS;-960.0;960.0;METROS;0.164592;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);10/10/2025;CONSUMOS;-985.0;985.0;METROS;0.16887825;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);10/10/2025;CONSUMOS;-6664.0;6664.0;METROS;1.1425428;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);15/10/2025;CONSUMOS;-1765.0;1765.0;METROS;0.30260925;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);21/10/2025;CONSUMOS;-837.0;837.0;METROS;0.14350365;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);21/10/2025;CONSUMOS;-2333.0;2333.0;METROS;0.39999285;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);24/10/2025;CONSUMOS;-1268.0;1268.0;METROS;0.2173986;C16-25;IMPORTACION
CARTULINA;100301912;Rollo Cartulina ASIA SYMBOL C-16 270 g ancho 25 (2989F);24/10/2025;CONSUMOS;-2922.0;2922.0;METROS;0.5009769;C16-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);6/10/2025;CONSUMOS;-195.0;195.0;METROS;0.031575375;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);9/10/2025;CONSUMOS;-6253.0;6253.0;METROS;1.012517025;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);9/10/2025;CONSUMOS;-345.0;345.0;METROS;0.055864125;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);9/10/2025;CONSUMOS;-1476.0;1476.0;METROS;0.2390013;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);9/10/2025;CONSUMOS;-3679.0;3679.0;METROS;0.595722075;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);15/10/2025;CONSUMOS;-895.0;895.0;METROS;0.144922875;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);15/10/2025;CONSUMOS;-1651.0;1651.0;METROS;0.267338175;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);23/10/2025;CONSUMOS;-1163.0;1163.0;METROS;0.188318775;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);23/10/2025;CONSUMOS;-2346.0;2346.0;METROS;0.37987605;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);23/10/2025;CONSUMOS;-1216.0;1216.0;METROS;0.1969008;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);23/10/2025;CONSUMOS;-1745.0;1745.0;METROS;0.282559125;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);23/10/2025;CONSUMOS;-1451.0;1451.0;METROS;0.234953175;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);23/10/2025;CONSUMOS;-1499.0;1499.0;METROS;0.242725575;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-116.0;116.0;METROS;0.0187833;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-5505.0;5505.0;METROS;0.891397125;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-8765.0;8765.0;METROS;1.419272625;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-4759.0;4759.0;METROS;0.770601075;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-8330.0;8330.0;METROS;1.34883525;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-660.0;660.0;METROS;0.1068705;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-7385.0;7385.0;METROS;1.195816125;C16.3-25;IMPORTACION
CARTULINA;100301917;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 25 (29-89);29/10/2025;CONSUMOS;-3085.0;3085.0;METROS;0.499538625;C16.3-25;IMPORTACION
CARTULINA;100301918;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 27 (29-89);9/10/2025;CONSUMOS;-1560.0;1560.0;METROS;0.272493;C16.3-27;IMPORTACION
CARTULINA;100301918;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 27 (29-89);30/10/2025;CONSUMOS;-124040.0;124040.0;METROS;21.666687;C16.3-27;IMPORTACION
CARTULINA;100301920;Rollo Cartulina Nine Dragons C - 16.3 255 g ancho 35.5 (29-89);1/10/2025;CONSUMOS;-5956.0;5956.0;METROS;1.36842078;C16.3-36;IMPORTACION
CARTULINA;100301926;Rollo Cartulina ASIA SYMBOL C-19 310 g ancho 25 (29-89);9/10/2025;CONSUMOS;-17522.0;17522.0;METROS;3.4492057;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;6/10/2025;CONSUMOS;-1021.0;1021.0;METROS;0.197742175;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;13/10/2025;CONSUMOS;-10690.0;10690.0;METROS;2.07038575;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;13/10/2025;CONSUMOS;-1665.0;1665.0;METROS;0.322468875;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;13/10/2025;CONSUMOS;-23860.0;23860.0;METROS;4.6210855;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;13/10/2025;CONSUMOS;-6070.0;6070.0;METROS;1.17560725;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;13/10/2025;CONSUMOS;-1000.0;1000.0;METROS;0.193675;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;22/10/2025;CONSUMOS;-3607.0;3607.0;METROS;0.698585725;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;22/10/2025;CONSUMOS;-18473.0;18473.0;METROS;3.577758275;C19-25;IMPORTACION
CARTULINA;100301928;Rollo Cartulina Nine Dragons C - 19 305 g ancho 25 (29-89) REGIONAL;27/10/2025;CONSUMOS;-55515.0;55515.0;METROS;10.75186763;C19-25;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;9/10/2025;CONSUMOS;-54768.0;54768.0;METROS;10.0284918;BCONSUMOSBO;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;9/10/2025;CONSUMOS;-285.0;285.0;METROS;0.052185951;BCONSUMOSBO;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;27/10/2025;CONSUMOS;-41598.0;41598.0;METROS;7.616951543;BCONSUMOSBO;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;27/10/2025;CONSUMOS;-2631.0;2631.0;METROS;0.481758727;BCONSUMOSBO;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;27/10/2025;CONSUMOS;-2900.0;2900.0;METROS;0.53101494;BCONSUMOSBO;IMPORTACION
CARTULINA 29-89;100304547;Rollo Cartulina Spectra Natural -- C-18 267g ancho 27;30/10/2025;CONSUMOS;2900.0;2900.0;METROS;-0.53101494;BCONSUMOSBO;IMPORTACION
CARTULINA;100304564;Cartulina FBB NINE DRAGONS -- C-12 205 gramos 25 x 38;15/10/2025;CONSUMOS;-70.0;70.0;hoja(s);0.008793321;C12-25;IMPORTACION
CARTULINA;100304564;Cartulina FBB NINE DRAGONS -- C-12 205 gramos 25 x 38;15/10/2025;CONSUMOS;-25710.0;25710.0;hoja(s);3.229661276;C12-25;IMPORTACION
CARTULINA;100304564;Cartulina FBB NINE DRAGONS -- C-12 205 gramos 25 x 38;15/10/2025;CONSUMOS;-160.0;160.0;hoja(s);0.02009902;C12-25;IMPORTACION
CARTULINA;100304564;Cartulina FBB NINE DRAGONS -- C-12 205 gramos 25 x 38;15/10/2025;CONSUMOS;-1100.0;1100.0;hoja(s);0.138180763;C12-25;IMPORTACION
CARTULINA;100304564;Cartulina FBB NINE DRAGONS -- C-12 205 gramos 25 x 38;27/10/2025;CONSUMOS;-29970.0;29970.0;hoja(s);3.764797684;C12-25;IMPORTACION
CARTULINA;100304564;Cartulina FBB NINE DRAGONS -- C-12 205 gramos 25 x 38;30/10/2025;CONSUMOS;-74090.0;74090.0;hoja(s);9.307102449;C12-25;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;2/10/2025;CONSUMOS;-3742.0;3742.0;METROS;0.49422465;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;2/10/2025;CONSUMOS;-16703.0;16703.0;METROS;2.206048725;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;2/10/2025;CONSUMOS;-13121.0;13121.0;METROS;1.732956075;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;13/10/2025;CONSUMOS;-16915.0;16915.0;METROS;2.234048625;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;13/10/2025;CONSUMOS;-31760.0;31760.0;METROS;4.194702;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;13/10/2025;CONSUMOS;-8299.0;8299.0;METROS;1.096090425;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;13/10/2025;CONSUMOS;-8390.0;8390.0;METROS;1.10810925;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/10/2025;CONSUMOS;-8337.0;8337.0;METROS;1.101109275;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/10/2025;CONSUMOS;-8483.0;8483.0;METROS;1.120392225;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/10/2025;CONSUMOS;-16008.0;16008.0;METROS;2.1142566;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/10/2025;CONSUMOS;-16188.0;16188.0;METROS;2.1380301;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/10/2025;CONSUMOS;-15183.0;15183.0;METROS;2.005294725;OLMECA;IMPORTACION
CARTULINA;100304565;Rollo Cartulina DEINGRESOSCA FSC --  C - 13.5 225 g ancho 23.125;23/10/2025;CONSUMOS;-9079.0;9079.0;METROS;1.199108925;OLMECA;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;22/10/2025;CONSUMOS;-890.0;890.0;METROS;0.19995007;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;22/10/2025;CONSUMOS;-6050.0;6050.0;METROS;1.35921115;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;22/10/2025;CONSUMOS;-11432.0;11432.0;METROS;2.568347416;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;22/10/2025;CONSUMOS;-22053.0;22053.0;METROS;4.954493139;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;22/10/2025;CONSUMOS;-8050.0;8050.0;METROS;1.80853715;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;27/10/2025;CONSUMOS;-18938.0;18938.0;METROS;4.254667894;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;27/10/2025;CONSUMOS;-7422.0;7422.0;METROS;1.667448786;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;27/10/2025;CONSUMOS;-2007.0;2007.0;METROS;0.450898641;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;27/10/2025;CONSUMOS;-753.0;753.0;METROS;0.169171239;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;27/10/2025;CONSUMOS;-918.0;918.0;METROS;0.206240634;C19-29;IMPORTACION
CARTULINA;100304642;Rollo Cartulina Nine Dragons C - 19 305 g ancho 29;28/10/2025;CONSUMOS;-2992.0;2992.0;METROS;0.672191696;C19-29;IMPORTACION
CARTULINA 29-89;100305967;Rollo Cartulina Nine Dragons C - 18.3 290 g ancho 29;30/10/2025;CONSUMOS;-635.0;635.0;METROS;0.13564489;C18-29;IMPORTACION
